X,Y
9.34216873710141,13.1981359370165
9.97974762027919,13.3560282529555
9.67631152280631,12.8387523775009
10.1753866205237,13.4282634822971
9.13413236235822,12.956082829655
9.71822687065972,13.1166295166257
10.1115153492198,13.4081848850539
9.59570230613553,13.4209421919002
9.7737564182096,12.7685669349085
9.44551315917028,13.441106227499
9.6748190964935,13.6065852444845
9.83708721051022,13.001647749713
9.24931583909004,12.8640260954174
9.91026946332405,13.7726495258335
9.20087396803065,13.367089529884
9.58519795274318,12.7888893833221
10.0566840721939,13.6724557912541
9.89107600157852,13.1428185214252
9.63239640482061,13.3313498822067
9.84150547449372,13.0586343166572
9.29735925032358,13.291925135414
9.10505419742737,13.2971145799697
10.1087197593975,13.4406906351585
9.75915393931241,13.4924566541949
9.90701788631235,13.5084708463476
9.05304545636458,13.0744191039921
9.97689867064746,13.2760770666784
9.46540564373002,12.7096758787397
9.42018191281558,13.1235214820354
9.44370457384674,12.812038187596
9.24257177141746,12.9984537594144
9.59487903953024,13.0365139073059
9.53501859445579,13.0282879262179
9.35155068699459,12.7777632588294
9.18364009430044,13.1142220095949
9.4785019386789,12.7330230991357
9.36683260025758,13.0866391125166
9.0842947532271,13.0665850318552
9.89681011102815,13.5357939390991
9.24576543699288,12.929540170843
9.78568230799101,13.0742762078044
9.16684208658982,13.329684671235
9.8831213932929,13.8049198503905
9.57470530045162,12.959163078688
9.89047740151265,13.1712642988998
9.0710574320855,13.22749479234
9.63264690381117,12.8595388941496
10.0474775280842,13.3033251342552
9.58513460410571,13.1568438515815
10.0348035393451,13.3146666023732
9.78767273309811,13.7097663476883
9.58766334691716,13.1268784436986
9.91368839594344,13.383914176792
9.74208953565344,13.573431194021
9.69147331243421,13.0132801635323
9.46376097206369,13.2089730004841
9.64053099503695,13.5002258959641
9.52221590033963,13.0056651094375
9.09428826724176,13.223757203579
9.33284607097503,13.0946676189211
9.67552049526146,12.8693607024257
9.68522418408074,12.9018752138172
9.96655429637996,13.646008730535
9.15487232748011,13.2709246815358
9.93271124258686,13.048931878558
9.55439114221668,12.9088519818553
9.587717455423,12.7583999246329
9.71035637186006,13.8066077047679
9.41167257374113,13.5371132944343
9.61503365769227,13.2757356062029
9.79906831660267,13.1634265342369
9.46858688318302,13.0640582169161
9.52915084359761,13.3775140598938
9.68736233534174,13.0456765904851
9.99521724040544,13.6073725703338
9.60116753681472,13.5595510331787
9.65503626083519,12.8932616561022
9.24264436940596,13.0107055039447
9.53655968649942,12.8164257264416
9.90110653281054,13.3116033924236
9.67091599103164,13.2720781119676
10.0890588964446,13.6172302618156
9.68922162886712,13.3373398248863
9.6036843068087,12.9873484194954
9.37917112121173,13.2122466352541
9.50020459329173,12.9201206719801
9.36642902167431,12.9514030403406
9.62831274484023,12.8219968591006
9.15581877017423,13.0392800871582
9.30204708096158,12.8610274897375
9.89393556492874,13.0249991115677
10.0329815430632,13.5454244091658
9.91624687920998,13.3297523706574
9.83403136956315,12.8437752136599
9.97568798873915,12.9779795631182
9.92550991738811,13.4498509777922
10.0705833480493,13.7152713626117
9.70899237349631,12.8622965338871
9.26436520717548,13.4142882066161
9.4411978365029,13.3338868677804
9.41790370714119,12.7193340401227
9.26228594408921,13.2052775226423
9.33330743232539,13.0802586262964
9.22201378735397,12.8476846712348
9.45366586202654,12.832683106386
9.45204412570969,13.5425524298103
9.37091599628284,13.4108030451849
9.24727506644135,13.2771874284604
9.66704981909017,12.7993451368983
9.34439468606945,12.9918101828812
9.58923354429648,13.1376380991889
9.45011751129128,12.7518381776839
9.60042406842587,13.2783312229129
9.5663380667402,12.9147292813947
9.93324577553195,13.03801129183
9.41093241965757,13.298934494862
9.56332674705281,12.9265919676551
9.52967617304989,13.4952359930377
9.18823489318937,13.3263764667409
9.5689521325121,13.0870162583075
9.26432206432958,13.2943506105469
9.70775199555536,13.4233324716323
9.3043998555926,12.9828582679035
9.99291694663139,13.540125274944
9.9613502110736,13.0361579482998
9.67353386073473,13.453903918545
9.61003985905185,12.8732794717076
9.52370405603396,13.496145517973
9.64162503248258,13.4164942204606
9.80216756941254,13.7986188270769
9.57894730859205,12.7526439515089
10.0499995160941,12.9735162643164
9.29718943668089,13.2276783612015
9.77730880456971,13.1908186968815
9.46087149817988,13.484786425869
10.1389596845725,13.4171229643109
9.99713085360951,13.6340957967361
9.54511635914466,12.7075518675229
10.0465263441774,13.6444932857453
9.46747193095766,13.4348909367165
9.59317090684996,13.017278364845
9.88208084556243,13.1711036296651
9.32991176729838,12.8289762927689
9.39699060059731,12.9409248893628
9.7354728014457,13.2921799743757
9.65144790874209,13.2130574985462
9.32481191365991,13.53307705121
9.49773950497882,13.0942665414621
9.56320886854204,12.7104499836103
9.11864410517788,13.3314737586514
9.31068008093949,12.93398468571
9.50816352137726,13.3993656669084
9.48847174501439,12.774590192355
9.33599194244658,13.008180715676
9.70441306107555,13.5468914382589
9.7110496436589,13.6032824216193
9.55186787475361,12.9409494781515
9.59085769766954,13.0287126986391
9.38364093628127,13.0985941660823
10.0780143095622,13.653898844332
9.60074301092627,12.9653878759488
9.40755383175201,13.5726401454309
9.61767391680581,13.4036280903205
9.89045852580245,13.2689973591234
9.95036935600559,13.747775411812
9.44831837594208,13.3711137490968
9.75249556827632,13.087250618022
9.35260854256923,13.1016550981856
9.61477445636084,12.9403504464526
9.17250064200687,13.2959760692016
9.11193513278857,13.2982305631558
9.5715526290296,13.4530801935305
9.61683681890988,13.5948113486702
9.29332608584902,13.3597759195599
9.95093268992841,13.2273186141354
9.59497708623184,12.9896552011858
10.1452664557525,13.5564452833713
9.3511518325001,13.0945858684026
9.28855957983375,13.1260354101511
9.66482965811356,13.4036619447457
9.36246367112357,13.1003216579646
9.66756105600985,13.2274000107538
9.33413413098578,13.5207124749895
9.48108944224694,13.4226438538533
10.0529728038493,13.6030188895661
10.0000247834488,13.5767456481132
9.88628931930985,13.2066877562267
9.99188152812216,13.7679987789267
9.63388252708671,13.2527240306713
9.53961203123433,13.5862008380422
9.42868243401969,13.1574104102238
9.2842236275059,13.4677089442561
9.07008828513032,13.0245197366051
9.67361982769867,13.1335057033577
9.82735187552022,13.8351791712276
9.00826446421886,13.1199576261471
9.19280279900622,12.9006804787486
9.91542235101635,13.4241725786285
9.91282482636909,13.331518825873
9.45538731784214,13.4573889517778
9.86895162569937,13.1660769986709
9.74436988024877,13.6927245836143
9.61109610748141,12.9468391681928
9.25836950349258,13.1963378397787
9.48230121473176,13.2161169709494
9.14189694572609,12.9945744077871
9.49808301094299,12.6610680991427
10.006711467057,12.9449430488205
9.5722734735116,12.7203201282755
9.03696697079793,13.3113436856701
9.15636526669688,12.9824612396086
9.72871398518515,13.707824629962
9.12018460033111,13.1498758368447
9.73879717201528,13.6285615965122
9909.00354299462,13579.544337123
9581.04973914779,13279.6289865773
9819.56159649094,13339.6120566864
9223.28195313306,13129.6713113044
9074.21204229359,13129.6713113044
9044.3980601257,13159.662846359
9879.18956082673,13249.6374515227
9849.37557865884,13279.6289865773
9223.28195313306,13219.6459164681
9402.16584614043,13549.5528020684
